trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
164,False,"{'a': 0.001, 'e': 0.8698915256370021}",25,7,-64.13247713820456,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
165,False,"{'a': 0.001, 'e': 0.8670357598021706}",20,0,-140.80280723767814,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
166,False,"{'a': 0.001, 'e': 0.8641271029909058}",25,0,-149.50363787163818,"{0: 10, 1: 4, 2: 10, 3: 0, 4: 1}",0
167,False,"{'a': 0.001, 'e': 0.8611650064526928}",35,0,-242.38244513634777,"{0: 16, 1: 5, 2: 10, 3: 1, 4: 3}",0
168,False,"{'a': 0.001, 'e': 0.8581489350995121}",25,0,-145.3481695841289,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
169,False,"{'a': 0.001, 'e': 0.8550783685121771}",20,0,-107.65807496331297,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
170,False,"{'a': 0.001, 'e': 0.8519528019683106}",20,0,-188.12564030791523,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
171,False,"{'a': 0.001, 'e': 0.8487717474909258}",25,0,-47.82132557176044,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.001, 'e': 0.8455347349164652}",20,0,-124.53833221988732,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
173,False,"{'a': 0.001, 'e': 0.84224131298103}",25,0,-152.02031951337636,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
174,False,"{'a': 0.001, 'e': 0.8388910504234147}",25,0,-126.3420897552837,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
175,False,"{'a': 0.001, 'e': 0.8354835371034369}",20,0,-70.56363020110633,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.001, 'e': 0.8320183851339245}",30,0,-73.99248612595628,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
177,False,"{'a': 0.001, 'e': 0.8284952300245991}",25,0,-89.35854474927984,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.8249137318359602}",25,0,-72.59188815559259,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
179,False,"{'a': 0.001, 'e': 0.8212735763411496}",20,0,-38.511789319640684,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
180,False,"{'a': 0.001, 'e': 0.8175744761936437}",25,0,-147.90489246563024,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
181,False,"{'a': 0.001, 'e': 0.8138161720984913}",20,0,-50.160873785209,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
182,False,"{'a': 0.001, 'e': 0.8099984339846871}",25,0,-54.50057378884059,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
